item_id,movie_name,release_timestamp
151,Willy Wonka and the Chocolate Factory,01-Jan-1971
152,Sleeper,01-Jan-1973
153,"Fish Called Wanda, A",01-Jan-1988
154,Monty Python's Life of Brian,01-Jan-1979
155,Dirty Dancing,01-Jan-1987
156,Reservoir Dogs,01-Jan-1992
157,Platoon,01-Jan-1986
158,Weekend at Bernie's,01-Jan-1989
159,Basic Instinct,01-Jan-1992
160,Glengarry Glen Ross,01-Jan-1992
161,Top Gun,01-Jan-1986
162,On Golden Pond,01-Jan-1981
163,"Return of the Pink Panther, The",01-Jan-1974
164,"Abyss, The",01-Jan-1989
165,Jean de Florette,01-Jan-1986
166,Manon of the Spring (Manon des sources),01-Jan-1986
167,Private Benjamin,01-Jan-1980
168,Monty Python and the Holy Grail,01-Jan-1974
169,"Wrong Trousers, The",01-Jan-1993
170,Cinema Paradiso,01-Jan-1988
171,Delicatessen,01-Jan-1991
172,"Empire Strikes Back, The",01-Jan-1980
173,"Princess Bride, The",01-Jan-1987
174,Raiders of the Lost Ark,01-Jan-1981
175,Brazil,01-Jan-1985
176,Aliens,01-Jan-1986
177,"Good, The Bad and The Ugly, The",01-Jan-1966
178,12 Angry Men,01-Jan-1957
179,"Clockwork Orange, A",01-Jan-1971
180,Apocalypse Now,01-Jan-1979
181,Return of the Jedi,14-Mar-1997
182,GoodFellas,01-Jan-1990
183,Alien,01-Jan-1979
184,Army of Darkness,01-Jan-1993
185,Psycho,01-Jan-1960
186,"Blues Brothers, The",01-Jan-1980
187,"Godfather: Part II, The",01-Jan-1974
188,Full Metal Jacket,01-Jan-1987
189,"Grand Day Out, A",01-Jan-1992
190,Henry V,01-Jan-1989
191,Amadeus,01-Jan-1984
192,Raging Bull,01-Jan-1980
193,"Right Stuff, The",01-Jan-1983
194,"Sting, The",01-Jan-1973
195,"Terminator, The",01-Jan-1984
196,Dead Poets Society,01-Jan-1989
197,"Graduate, The",01-Jan-1967
198,Nikita (La Femme Nikita),01-Jan-1990
199,"Bridge on the River Kwai, The",01-Jan-1957
200,"Shining, The",01-Jan-1980
201,Evil Dead II,01-Jan-1987
202,Groundhog Day,01-Jan-1993
203,Unforgiven,01-Jan-1992
204,Back to the Future,01-Jan-1985
205,Patton,01-Jan-1970
206,Akira,01-Jan-1988
207,Cyrano de Bergerac,01-Jan-1990
208,Young Frankenstein,01-Jan-1974
209,This Is Spinal Tap,01-Jan-1984
210,Indiana Jones and the Last Crusade,01-Jan-1989
211,M*A*S*H,01-Jan-1970
212,"Unbearable Lightness of Being, The",01-Jan-1988
213,"Room with a View, A",01-Jan-1986
214,Pink Floyd - The Wall,01-Jan-1982
215,Field of Dreams,01-Jan-1989
216,When Harry Met Sally...,01-Jan-1989
217,Bram Stoker's Dracula,01-Jan-1992
218,Cape Fear,01-Jan-1991
219,"Nightmare on Elm Street, A",01-Jan-1984
220,"Mirror Has Two Faces, The",15-Nov-1996
221,Breaking the Waves,15-Nov-1996
222,Star Trek: First Contact,22-Nov-1996
223,Sling Blade,22-Nov-1996
224,Ridicule,27-Nov-1996
225,101 Dalmatians,27-Nov-1996
226,Die Hard 2,01-Jan-1990
227,Star Trek VI: The Undiscovered Country,01-Jan-1991
228,Star Trek: The Wrath of Khan,01-Jan-1982
229,Star Trek III: The Search for Spock,01-Jan-1984
230,Star Trek IV: The Voyage Home,01-Jan-1986
231,Batman Returns,01-Jan-1992
232,Young Guns,01-Jan-1988
233,Under Siege,01-Jan-1992
234,Jaws,01-Jan-1975
235,Mars Attacks!,13-Dec-1996
236,Citizen Ruth,13-Dec-1996
237,Jerry Maguire,13-Dec-1996
238,Raising Arizona,01-Jan-1987
239,Sneakers,01-Jan-1992
240,Beavis and Butt-head Do America,20-Dec-1996
241,"Last of the Mohicans, The",01-Jan-1992
242,Kolya,24-Jan-1997
243,Jungle2Jungle,07-Mar-1997
244,Smilla's Sense of Snow,14-Mar-1997
245,"Devil's Own, The",26-Mar-1997
246,Chasing Amy,01-Jan-1997
247,Turbo: A Power Rangers Movie,28-Mar-1997
248,Grosse Pointe Blank,11-Apr-1997
249,Austin Powers: International Man of Mystery,02-May-1997
250,"Fifth Element, The",09-May-1997
251,Shall We Dance?,11-Jul-1997
252,"Lost World: Jurassic Park, The",23-May-1997
253,"Pillow Book, The",13-Jun-1997
254,Batman & Robin,20-Jun-1997
255,My Best Friend's Wedding,20-Jun-1997
256,When the Cats Away (Chacun cherche son chat),20-Jun-1997
257,Men in Black,04-Jul-1997
258,Contact,11-Jul-1997
259,George of the Jungle,01-Jan-1997
260,Event Horizon,01-Jan-1997
261,Air Bud,01-Aug-1997
262,In the Company of Men,01-Aug-1997
263,Steel,15-Aug-1997
264,Mimic,22-Aug-1997
265,"Hunt for Red October, The",01-Jan-1990
266,Kull the Conqueror,29-Aug-1997
267,,
268,Chasing Amy,01-Jan-1997
269,"Full Monty, The",01-Jan-1997
270,Gattaca,01-Jan-1997
271,Starship Troopers,01-Jan-1997
272,Good Will Hunting,01-Jan-1997
273,Heat,01-Jan-1995
274,Sabrina,01-Jan-1995
275,Sense and Sensibility,01-Jan-1995
276,Leaving Las Vegas,01-Jan-1995
277,Restoration,01-Jan-1995
278,Bed of Roses,01-Jan-1996
279,Once Upon a Time... When We Were Colored,01-Jan-1995
280,Up Close and Personal,01-Mar-1996
281,"River Wild, The",01-Jan-1994
282,"Time to Kill, A",13-Jul-1996
283,Emma,02-Aug-1996
284,Tin Cup,16-Aug-1996
285,Secrets & Lies,04-Oct-1996
286,"English Patient, The",15-Nov-1996
287,Marvin's Room,18-Dec-1996
288,Scream,20-Dec-1996
289,Evita,25-Dec-1996
290,Fierce Creatures,10-Jan-1997
291,Absolute Power,14-Feb-1997
292,Rosewood,21-Feb-1997
293,Donnie Brasco,28-Feb-1997
294,Liar Liar,21-Mar-1997
295,Breakdown,02-May-1997
296,"Promesse, La",16-May-1997
297,Ulee's Gold,01-Jan-1997
298,Face/Off,27-Jun-1997
299,Hoodlum,22-Aug-1997
300,Air Force One,01-Jan-1997
301,In & Out,19-Sep-1997
302,L.A. Confidential,01-Jan-1997
303,Ulee's Gold,01-Jan-1997
304,Fly Away Home,13-Sep-1996
305,"Ice Storm, The",01-Jan-1997
306,"Mrs. Brown (Her Majesty, Mrs. Brown)",01-Jan-1997
307,"Devil's Advocate, The",01-Jan-1997
308,FairyTale: A True Story,01-Jan-1997
309,Deceiver,01-Jan-1997
310,"Rainmaker, The",01-Jan-1997
311,"Wings of the Dove, The",01-Jan-1997
312,Midnight in the Garden of Good and Evil,01-Jan-1997
313,Titanic,01-Jan-1997
314,3 Ninjas: High Noon At Mega Mountain,01-Jan-1997
315,Apt Pupil,23-Oct-1998
316,As Good As It Gets,23-Dec-1997
317,In the Name of the Father,01-Jan-1993
318,Schindler's List,01-Jan-1993
319,Everyone Says I Love You,06-Dec-1996
320,Paradise Lost: The Child Murders at Robin Hood Hills,06-Dec-1996
321,Mother,25-Dec-1996
322,Murder at 1600,18-Apr-1997
323,Dante's Peak,07-Feb-1997
324,Lost Highway,21-Feb-1997
325,Crash,21-Mar-1997
326,G.I. Jane,01-Jan-1997
327,Cop Land,01-Jan-1997
328,Conspiracy Theory,08-Aug-1997
329,Desperate Measures,30-Jan-1998
330,187,01-Jan-1997
331,"Edge, The",26-Sep-1997
332,Kiss the Girls,01-Jan-1997
333,"Game, The",01-Jan-1997
334,U Turn,01-Jan-1997
335,How to Be a Player,01-Jan-1997
336,Playing God,01-Jan-1997
337,"House of Yes, The",01-Jan-1997
338,Bean,01-Jan-1997
339,Mad City,01-Jan-1997
340,Boogie Nights,01-Jan-1997
341,Critical Care,01-Jan-1997
342,"Man Who Knew Too Little, The",01-Jan-1997
343,Alien: Resurrection,01-Jan-1997
344,"Apostle, The",18-Dec-1997
345,Deconstructing Harry,01-Jan-1997
346,Jackie Brown,01-Jan-1997
347,Wag the Dog,09-Jan-1998
348,Desperate Measures,30-Jan-1998
349,Hard Rain,16-Jan-1998
350,Fallen,16-Jan-1998
351,"Prophecy II, The",16-Jan-1998
352,Spice World,01-Jan-1997
353,Deep Rising,30-Jan-1998
354,"Wedding Singer, The",13-Feb-1998
355,Sphere,13-Feb-1998
356,"Client, The",01-Jan-1994
357,One Flew Over the Cuckoo's Nest,01-Jan-1975
358,Spawn,01-Aug-1997
359,"Assignment, The",01-Jan-1997
360,Wonderland,01-Jan-1997
361,Incognito,01-Jan-1997
362,Blues Brothers 2000,06-Feb-1998
363,Sudden Death,01-Jan-1995
364,Ace Ventura: When Nature Calls,01-Jan-1995
365,Powder,01-Jan-1995
366,Dangerous Minds,01-Jan-1995
367,Clueless,01-Jan-1995
368,Bio-Dome,01-Jan-1996
369,Black Sheep,02-Feb-1996
370,Mary Reilly,23-Feb-1996
371,"Bridges of Madison County, The",09-Feb-1996
372,Jeffrey,01-Jan-1995
373,Judge Dredd,01-Jan-1995
374,Mighty Morphin Power Rangers: The Movie,01-Jan-1995
375,Showgirls,01-Jan-1995
376,Houseguest,01-Jan-1994
377,Heavyweights,01-Jan-1994
378,Miracle on 34th Street,01-Jan-1994
379,Tales From the Crypt Presents: Demon Knight,01-Jan-1995
380,Star Trek: Generations,01-Jan-1994
381,Muriel's Wedding,01-Jan-1994
382,"Adventures of Priscilla, Queen of the Desert, The",01-Jan-1994
383,"Flintstones, The",01-Jan-1994
384,Naked Gun 33 1/3: The Final Insult,01-Jan-1994
385,True Lies,01-Jan-1994
386,Addams Family Values,01-Jan-1993
387,"Age of Innocence, The",01-Jan-1993
388,Beverly Hills Cop III,01-Jan-1994
389,Black Beauty,01-Jan-1994
390,Fear of a Black Hat,01-Jan-1993
391,Last Action Hero,01-Jan-1993
392,"Man Without a Face, The",01-Jan-1993
393,Mrs. Doubtfire,01-Jan-1993
394,Radioland Murders,01-Jan-1994
395,Robin Hood: Men in Tights,01-Jan-1993
396,Serial Mom,01-Jan-1994
397,Striking Distance,01-Jan-1993
398,Super Mario Bros.,01-Jan-1993
399,"Three Musketeers, The",01-Jan-1993
400,"Little Rascals, The",01-Jan-1994
401,"Brady Bunch Movie, The",01-Jan-1995
402,Ghost,01-Jan-1990
403,Batman,01-Jan-1989
404,Pinocchio,01-Jan-1940
405,Mission: Impossible,22-May-1996
406,Thinner,25-Oct-1996
407,Spy Hard,24-May-1996
408,"Close Shave, A",28-Apr-1996
409,Jack,07-Aug-1996
410,Kingpin,12-Jul-1996
411,"Nutty Professor, The",28-Jun-1996
412,"Very Brady Sequel, A",23-Aug-1996
413,Tales from the Crypt Presents: Bordello of Blood,19-Jul-1996
414,My Favorite Year,01-Jan-1982
415,"Apple Dumpling Gang, The",01-Jan-1975
416,Old Yeller,01-Jan-1957
417,"Parent Trap, The",01-Jan-1961
418,Cinderella,01-Jan-1950
419,Mary Poppins,01-Jan-1964
420,Alice in Wonderland,01-Jan-1951
421,William Shakespeare's Romeo and Juliet,25-Oct-1996
422,Aladdin and the King of Thieves,01-Jan-1996
423,E.T. the Extra-Terrestrial,01-Jan-1982
424,Children of the Corn: The Gathering,01-Jan-1996
425,Bob Roberts,01-Jan-1992
426,"Transformers: The Movie, The",01-Jan-1986
427,To Kill a Mockingbird,01-Jan-1962
428,Harold and Maude,01-Jan-1971
429,"Day the Earth Stood Still, The",01-Jan-1951
430,Duck Soup,01-Jan-1933
431,Highlander,01-Jan-1986
432,Fantasia,01-Jan-1940
433,Heathers,01-Jan-1989
434,Forbidden Planet,01-Jan-1956
435,Butch Cassidy and the Sundance Kid,01-Jan-1969
436,"American Werewolf in London, An",01-Jan-1981
437,Amityville 1992: It's About Time,01-Jan-1992
438,Amityville 3-D,01-Jan-1983
439,Amityville: A New Generation,01-Jan-1993
440,Amityville II: The Possession,01-Jan-1982
441,"Amityville Horror, The",01-Jan-1979
442,"Amityville Curse, The",01-Jan-1990
443,"Birds, The",01-Jan-1963
444,"Blob, The",01-Jan-1958
445,"Body Snatcher, The",01-Jan-1945
446,Burnt Offerings,01-Jan-1976
447,Carrie,01-Jan-1976
448,"Omen, The",01-Jan-1976
449,Star Trek: The Motion Picture,01-Jan-1979
450,Star Trek V: The Final Frontier,01-Jan-1989
451,Grease,01-Jan-1978
452,Jaws 2,01-Jan-1978
453,Jaws 3-D,01-Jan-1983
454,Bastard Out of Carolina,15-Dec-1996
455,Jackie Chan's First Strike,10-Jan-1997
456,Beverly Hills Ninja,17-Jan-1997
457,Free Willy 3: The Rescue,08-Aug-1997
458,Nixon,01-Jan-1995
459,"Cry, the Beloved Country",01-Jan-1995
460,"Crossing Guard, The",01-Jan-1995
461,Smoke,01-Jan-1995
462,Like Water For Chocolate (Como agua para chocolate),01-Jan-1992
463,"Secret of Roan Inish, The",01-Jan-1994
464,Vanya on 42nd Street,01-Jan-1994
465,"Jungle Book, The",01-Jan-1994
466,Red Rock West,01-Jan-1992
467,"Bronx Tale, A",01-Jan-1993
468,Rudy,01-Jan-1993
469,Short Cuts,01-Jan-1993
470,Tombstone,01-Jan-1993
471,Courage Under Fire,08-Mar-1996
472,Dragonheart,31-May-1996
473,James and the Giant Peach,12-Apr-1996
474,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,01-Jan-1963
475,Trainspotting,19-Jul-1996
476,"First Wives Club, The",14-Sep-1996
477,Matilda,02-Aug-1996
478,"Philadelphia Story, The",01-Jan-1940
479,Vertigo,01-Jan-1958
480,North by Northwest,01-Jan-1959
481,"Apartment, The",01-Jan-1960
482,Some Like It Hot,01-Jan-1959
483,Casablanca,01-Jan-1942
484,"Maltese Falcon, The",01-Jan-1941
485,My Fair Lady,01-Jan-1964
486,Sabrina,01-Jan-1954
487,Roman Holiday,01-Jan-1953
488,Sunset Blvd.,01-Jan-1950
489,Notorious,01-Jan-1946
490,To Catch a Thief,01-Jan-1955
491,"Adventures of Robin Hood, The",01-Jan-1938
492,East of Eden,01-Jan-1955
493,"Thin Man, The",01-Jan-1934
494,His Girl Friday,01-Jan-1940
495,Around the World in 80 Days,01-Jan-1956
496,It's a Wonderful Life,01-Jan-1946
497,Bringing Up Baby,01-Jan-1938
498,"African Queen, The",01-Jan-1951
499,Cat on a Hot Tin Roof,01-Jan-1958
500,Fly Away Home,13-Sep-1996
501,Dumbo,01-Jan-1941
502,Bananas,01-Jan-1971
503,"Candidate, The",01-Jan-1972
504,Bonnie and Clyde,01-Jan-1967
505,Dial M for Murder,01-Jan-1954
506,Rebel Without a Cause,01-Jan-1955
507,"Streetcar Named Desire, A",01-Jan-1951
508,"People vs. Larry Flynt, The",27-Dec-1996
509,My Left Foot,01-Jan-1989
510,"Magnificent Seven, The",01-Jan-1954
511,Lawrence of Arabia,01-Jan-1962
512,Wings of Desire,01-Jan-1987
513,"Third Man, The",01-Jan-1949
514,Annie Hall,01-Jan-1977
515,"Boot, Das",04-Apr-1997
516,Local Hero,01-Jan-1983
517,Manhattan,01-Jan-1979
518,Miller's Crossing,01-Jan-1990
519,"Treasure of the Sierra Madre, The",01-Jan-1948
520,"Great Escape, The",01-Jan-1963
521,"Deer Hunter, The",01-Jan-1978
522,Down by Law,01-Jan-1986
523,Cool Hand Luke,01-Jan-1967
524,"Great Dictator, The",01-Jan-1940
525,"Big Sleep, The",01-Jan-1946
526,Ben-Hur,01-Jan-1959
527,Gandhi,01-Jan-1982
528,"Killing Fields, The",01-Jan-1984
529,My Life as a Dog (Mitt liv som hund),01-Jan-1985
530,"Man Who Would Be King, The",01-Jan-1975
531,Shine,22-Nov-1996
532,Kama Sutra: A Tale of Love,07-Mar-1997
533,"Daytrippers, The",21-Mar-1997
534,Traveller,18-Apr-1997
535,Addicted to Love,23-May-1997
536,Ponette,23-May-1997
537,My Own Private Idaho,01-Jan-1991
538,Anastasia,01-Jan-1997
539,Mouse Hunt,01-Jan-1997
540,Money Train,01-Jan-1995
541,Mortal Kombat,01-Jan-1995
542,Pocahontas,01-Jan-1995
543,"Misérables, Les",01-Jan-1995
544,Things to Do in Denver when You're Dead,02-Feb-1996
545,Vampire in Brooklyn,01-Jan-1995
546,Broken Arrow,09-Feb-1996
547,"Young Poisoner's Handbook, The",23-Feb-1996
548,"NeverEnding Story III, The",02-Feb-1996
549,Rob Roy,01-Jan-1995
550,Die Hard: With a Vengeance,01-Jan-1995
551,Lord of Illusions,01-Jan-1995
552,Species,01-Jan-1995
553,"Walk in the Clouds, A",01-Jan-1995
554,Waterworld,01-Jan-1995
555,White Man's Burden,01-Jan-1995
556,Wild Bill,01-Jan-1995
557,Farinelli: il castrato,01-Jan-1994
558,Heavenly Creatures,01-Jan-1994
559,Interview with the Vampire,01-Jan-1994
560,"Kid in King Arthur's Court, A",01-Jan-1995
561,Mary Shelley's Frankenstein,01-Jan-1994
562,"Quick and the Dead, The",01-Jan-1995
563,Stephen King's The Langoliers,01-Jan-1995
564,Tales from the Hood,01-Jan-1995
565,Village of the Damned,01-Jan-1995
566,Clear and Present Danger,01-Jan-1994
567,Wes Craven's New Nightmare,01-Jan-1994
568,Speed,01-Jan-1994
569,Wolf,01-Jan-1994
570,Wyatt Earp,01-Jan-1994
571,Another Stakeout,01-Jan-1993
572,Blown Away,01-Jan-1994
573,Body Snatchers,01-Jan-1993
574,Boxing Helena,01-Jan-1993
575,City Slickers II: The Legend of Curly's Gold,01-Jan-1994
576,Cliffhanger,01-Jan-1993
577,Coneheads,01-Jan-1993
578,Demolition Man,01-Jan-1993
579,Fatal Instinct,01-Jan-1993
580,"Englishman Who Went Up a Hill, But Came Down a Mountain, The",01-Jan-1995
581,Kalifornia,01-Jan-1993
582,"Piano, The",01-Jan-1993
583,Romeo Is Bleeding,01-Jan-1993
584,"Secret Garden, The",01-Jan-1993
585,Son in Law,01-Jan-1993
586,Terminal Velocity,01-Jan-1994
587,"Hour of the Pig, The",01-Jan-1993
588,Beauty and the Beast,01-Jan-1991
589,"Wild Bunch, The",01-Jan-1969
590,Hellraiser: Bloodline,08-Mar-1996
591,Primal Fear,30-Mar-1996
592,True Crime,01-Jan-1995
593,Stalingrad,01-Jan-1993
594,Heavy,05-Jun-1996
595,"Fan, The",16-Aug-1996
596,"Hunchback of Notre Dame, The",21-Jun-1996
597,Eraser,21-Jun-1996
598,"Big Squeeze, The",06-Sep-1996
599,Police Story 4: Project S (Chao ji ji hua),16-Aug-1996
600,Daniel Defoe's Robinson Crusoe,01-Jan-1996
601,For Whom the Bell Tolls,01-Jan-1943
602,"American in Paris, An",01-Jan-1951
603,Rear Window,01-Jan-1954
604,It Happened One Night,01-Jan-1934
605,Meet Me in St. Louis,01-Jan-1944
606,All About Eve,01-Jan-1950
607,Rebecca,01-Jan-1940
608,Spellbound,01-Jan-1945
609,Father of the Bride,01-Jan-1950
610,Gigi,01-Jan-1958
611,Laura,01-Jan-1944
612,Lost Horizon,01-Jan-1937
613,My Man Godfrey,01-Jan-1936
614,Giant,01-Jan-1956
615,"39 Steps, The",01-Jan-1935
616,Night of the Living Dead,01-Jan-1968
617,"Blue Angel, The (Blaue Engel, Der)",01-Jan-1930
618,Picnic,01-Jan-1955
619,Extreme Measures,27-Sep-1996
620,"Chamber, The",11-Oct-1996
621,"Davy Crockett, King of the Wild Frontier",01-Jan-1955
622,Swiss Family Robinson,01-Jan-1960
623,Angels in the Outfield,01-Jan-1994
624,"Three Caballeros, The",01-Jan-1945
625,"Sword in the Stone, The",01-Jan-1963
626,So Dear to My Heart,01-Jan-1949
627,Robin Hood: Prince of Thieves,01-Jan-1991
628,Sleepers,18-Oct-1996
629,Victor/Victoria,01-Jan-1982
630,"Great Race, The",01-Jan-1965
631,"Crying Game, The",01-Jan-1992
632,Sophie's Choice,01-Jan-1982
633,"Christmas Carol, A",01-Jan-1938
634,Microcosmos: Le peuple de l'herbe,11-Oct-1996
635,"Fog, The",01-Jan-1980
636,Escape from New York,01-Jan-1981
637,"Howling, The",01-Jan-1981
638,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)",01-Jan-1982
639,"Tin Drum, The (Blechtrommel, Die)",01-Jan-1979
640,"Cook the Thief His Wife & Her Lover, The",01-Jan-1989
641,Paths of Glory,01-Jan-1957
642,"Grifters, The",01-Jan-1990
643,The Innocent,01-Jan-1994
644,"Thin Blue Line, The",01-Jan-1988
645,Paris Is Burning,01-Jan-1990
646,Once Upon a Time in the West,01-Jan-1969
647,Ran,01-Jan-1985
648,"Quiet Man, The",01-Jan-1952
649,Once Upon a Time in America,01-Jan-1984
650,"Seventh Seal, The (Sjunde inseglet, Det)",01-Jan-1957
651,Glory,01-Jan-1989
652,Rosencrantz and Guildenstern Are Dead,01-Jan-1990
653,Touch of Evil,01-Jan-1958
654,Chinatown,01-Jan-1974
655,Stand by Me,01-Jan-1986
656,M,01-Jan-1931
657,"Manchurian Candidate, The",01-Jan-1962
658,Pump Up the Volume,01-Jan-1990
659,Arsenic and Old Lace,01-Jan-1944
660,Fried Green Tomatoes,01-Jan-1991
661,High Noon,01-Jan-1952
662,Somewhere in Time,01-Jan-1980
663,Being There,01-Jan-1979
664,"Paris, Texas",01-Jan-1984
665,Alien 3,01-Jan-1992
666,Blood For Dracula (Andy Warhol's Dracula),01-Jan-1974
667,Audrey Rose,01-Jan-1977
668,Blood Beach,01-Jan-1981
669,Body Parts,01-Jan-1991
670,Body Snatchers,01-Jan-1993
671,Bride of Frankenstein,01-Jan-1935
672,Candyman,01-Jan-1992
673,Cape Fear,01-Jan-1962
674,Cat People,01-Jan-1982
675,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",01-Jan-1922
676,"Crucible, The",27-Nov-1996
677,Fire on the Mountain,24-Jan-1997
